sample_id,mission_id,mission_name,timestamp,latitude,longitude,altitude,ph,ec,moisture,temperature,nitrogen,phosphorus,potassium,organic_carbon,soil_health_index,soil_texture,mulberry_variety,probe_depth_cm,battery_soc,raw_modbus_hex,rover_state
S1827,M007,Drainage Depression Transect,2026-09-05T13:12:54.345690,11.392529,77.734703,319.6,7.09,0.6,44.2,26.5,324.1,70.3,133.4,0.74,91.9,Red Sandy Loam,S36,15.0,87.3,01 03 0E 01BA 0109 0258 0047 0144 0046 0085 A6E8,INTERROGATION
S1828,M007,Drainage Depression Transect,2026-09-05T13:30:54.345690,11.391396,77.733802,320.6,7.33,1.51,50.4,26.5,323.0,136.0,133.6,0.74,91.4,Saline Sandy Clay,S36,15.0,86.8,01 03 0E 01F8 0109 05E6 0049 0143 0088 0086 A1D0,INTERROGATION
S1829,M007,Drainage Depression Transect,2026-09-05T13:48:54.345690,11.391959,77.734498,320.1,6.97,0.65,44.8,25.4,345.3,138.3,115.3,0.88,97.7,Rich Humus Loam,S36,15.0,86.4,01 03 0E 01C0 00FE 028A 0046 0159 008A 0073 A791,INTERROGATION
S1830,M007,Drainage Depression Transect,2026-09-05T14:06:54.345690,11.391722,77.734746,321.0,6.83,0.62,38.1,25.6,310.1,133.0,77.5,0.73,90.7,Red Sandy Loam,S36,15.0,86.0,01 03 0E 017D 0100 026C 0044 0136 0085 004E A66B,INTERROGATION
S1831,M007,Drainage Depression Transect,2026-09-05T14:24:54.345690,11.391519,77.735044,321.9,6.85,0.59,43.2,26.8,336.1,135.2,97.8,0.69,94.2,Red Sandy Loam,S36,15.0,85.5,01 03 0E 01B0 010C 024E 0044 0150 0087 0062 A6C0,INTERROGATION
S1832,M007,Drainage Depression Transect,2026-09-05T14:42:54.345690,11.392562,77.733517,318.3,6.9,0.66,46.6,25.6,199.3,137.6,128.0,0.49,87.2,Red Sandy Loam,S36,15.0,85.0,01 03 0E 01D2 0100 0294 0045 00C7 008A 0080 A70D,INTERROGATION
S1833,M007,Drainage Depression Transect,2026-09-05T15:00:54.345690,11.392474,77.73461,319.6,7.0,0.6,43.8,25.2,315.3,76.8,133.4,0.74,92.0,Red Sandy Loam,S36,15.0,84.6,01 03 0E 01B6 00FC 0258 0046 013B 004D 0085 A764,INTERROGATION
S1834,M007,Drainage Depression Transect,2026-09-05T15:18:54.345690,11.392966,77.733929,317.9,6.78,0.62,46.1,25.3,270.3,141.0,133.5,0.68,93.9,Red Sandy Loam,S36,15.0,84.2,01 03 0E 01CD 00FD 026C 0044 010E 008D 0086 A7DE,INTERROGATION
S1835,M007,Drainage Depression Transect,2026-09-05T15:36:54.345690,11.392871,77.733823,318.0,6.89,0.61,43.0,25.9,237.3,131.3,130.5,0.54,89.5,Red Sandy Loam,S36,15.0,83.7,01 03 0E 01AE 0103 0262 0045 00ED 0083 0082 A7A5,INTERROGATION
S1836,M007,Drainage Depression Transect,2026-09-05T15:54:54.345690,11.392047,77.734626,320.2,6.87,0.66,47.5,25.4,349.3,143.5,145.0,0.9,100.0,Rich Humus Loam,S36,15.0,83.2,01 03 0E 01DB 00FE 0294 0045 015D 0090 0091 A76B,INTERROGATION
S1837,M007,Drainage Depression Transect,2026-09-05T16:12:54.345690,11.391666,77.734279,319.9,6.83,0.62,61.9,23.2,315.7,129.6,134.3,0.65,91.6,Clay Loam,S36,15.0,82.8,01 03 0E 026B 00E8 026C 0044 013C 0082 0086 A450,INTERROGATION
S1838,M007,Drainage Depression Transect,2026-09-05T16:30:54.345690,11.391384,77.733931,320.7,7.16,1.33,45.5,25.5,321.3,134.7,132.0,0.73,92.4,Saline Sandy Clay,S36,15.0,82.3,01 03 0E 01C7 00FF 0532 0048 0141 0087 0084 A0C3,INTERROGATION
S1839,M007,Drainage Depression Transect,2026-09-05T16:48:54.345690,11.392174,77.733325,319.0,6.88,0.6,46.8,25.5,329.2,138.3,132.6,0.69,96.8,Red Sandy Loam,S36,15.0,81.9,01 03 0E 01D4 00FF 0258 0045 0149 008A 0085 A7B3,INTERROGATION
S1840,M007,Drainage Depression Transect,2026-09-05T17:06:54.345690,11.392684,77.733537,318.3,7.02,0.64,43.9,24.6,223.2,134.2,132.2,0.48,88.4,Red Sandy Loam,S36,15.0,81.5,01 03 0E 01B7 00F6 0280 0046 00DF 0086 0084 A699,INTERROGATION
S1841,M007,Drainage Depression Transect,2026-09-05T17:24:54.345690,11.392537,77.734343,319.2,6.9,0.63,46.1,25.2,328.3,98.2,130.1,0.72,93.8,Red Sandy Loam,S36,15.0,81.0,01 03 0E 01CD 00FC 0276 0045 0148 0062 0082 A769,INTERROGATION
S1842,M007,Drainage Depression Transect,2026-09-05T17:42:54.345690,11.391389,77.735085,322.2,6.84,0.62,42.4,25.1,322.8,132.1,105.8,0.73,94.4,Red Sandy Loam,S36,15.0,80.5,01 03 0E 01A8 00FB 026C 0044 0143 0084 006A A715,INTERROGATION
S1843,M007,Drainage Depression Transect,2026-09-05T18:00:54.345690,11.391214,77.733703,321.2,7.21,1.19,49.8,24.9,318.6,134.1,128.5,0.77,93.5,Red Sandy Loam,S36,15.0,80.1,01 03 0E 01F2 00F9 04A6 0048 013F 0086 0080 A11F,INTERROGATION
S1844,M007,Drainage Depression Transect,2026-09-05T18:18:54.345690,11.391261,77.7335,321.2,7.22,1.18,47.9,24.9,315.4,134.7,128.9,0.73,93.0,Red Sandy Loam,S36,15.0,79.7,01 03 0E 01DF 00F9 049C 0048 013B 0087 0081 A10C,INTERROGATION
S1845,M007,Drainage Depression Transect,2026-09-05T18:36:54.345690,11.391823,77.734743,321.0,6.87,0.61,45.1,24.7,327.0,135.1,81.9,0.72,92.9,Red Sandy Loam,S36,15.0,79.2,01 03 0E 01C3 00F7 0262 0045 0147 0087 0052 A742,INTERROGATION
S1846,M007,Drainage Depression Transect,2026-09-05T18:54:54.345690,11.391632,77.734308,319.8,6.94,0.63,56.8,22.9,329.7,133.0,105.0,0.73,93.9,Red Sandy Loam,S36,15.0,78.8,01 03 0E 0238 00E5 0276 0045 014A 0085 0069 A48B,INTERROGATION
S1847,M007,Drainage Depression Transect,2026-09-05T19:12:54.345690,11.391332,77.733593,320.9,7.31,1.39,47.8,24.4,319.2,126.7,131.4,0.77,91.6,Saline Sandy Clay,S36,15.0,78.3,01 03 0E 01DE 00F4 056E 0049 013F 007F 0083 A00D,INTERROGATION
S1848,M007,Drainage Depression Transect,2026-09-05T19:30:54.345690,11.39233,77.733443,318.9,6.91,0.62,48.8,24.2,249.8,132.0,126.8,0.56,90.2,Red Sandy Loam,S36,15.0,77.8,01 03 0E 01E8 00F2 026C 0045 00FA 0084 007F A6F1,INTERROGATION
S1849,M007,Drainage Depression Transect,2026-09-05T19:48:54.345690,11.391289,77.733748,321.1,7.23,1.22,49.7,23.9,328.5,135.1,139.4,0.75,94.5,Saline Sandy Clay,S36,15.0,77.4,01 03 0E 01F1 00EF 04C4 0048 0148 0087 008B A115,INTERROGATION
S1850,M007,Drainage Depression Transect,2026-09-05T20:06:54.345690,11.392546,77.734682,319.7,6.96,0.62,45.8,24.4,327.1,68.7,133.6,0.72,91.7,Red Sandy Loam,Kanva-2,15.0,77.0,01 03 0E 01CA 00F4 026C 0046 0147 0045 0086 A753,INTERROGATION
S1851,M007,Drainage Depression Transect,2026-09-05T20:24:54.345690,11.391309,77.733451,320.9,7.2,1.17,47.5,24.2,320.3,133.8,131.6,0.72,93.4,Red Sandy Loam,Kanva-2,15.0,76.5,01 03 0E 01DB 00F2 0492 0048 0140 0086 0084 A172,INTERROGATION
S1852,M007,Drainage Depression Transect,2026-09-05T20:42:54.345690,11.39132,77.734514,321.7,6.86,0.6,43.3,24.9,326.1,135.8,94.5,0.78,94.6,Red Sandy Loam,Kanva-2,15.0,76.0,01 03 0E 01B1 00F9 0258 0045 0146 0088 005E A706,INTERROGATION
S1853,M007,Drainage Depression Transect,2026-09-05T21:00:54.345690,11.391953,77.733815,319.6,6.55,1.2,46.6,25.2,315.1,127.3,132.6,0.73,92.6,Red Sandy Loam,Kanva-2,15.0,75.6,01 03 0E 01D2 00FC 04B0 0042 013B 007F 0085 A1DE,INTERROGATION
S1854,M007,Drainage Depression Transect,2026-09-05T21:18:54.345690,11.392011,77.733676,319.7,6.56,0.63,46.2,24.7,316.4,130.0,131.5,0.7,95.6,Red Sandy Loam,Kanva-2,15.0,75.2,01 03 0E 01CE 00F7 0276 0042 013C 0082 0084 A7F4,INTERROGATION
S1855,M007,Drainage Depression Transect,2026-09-05T21:36:54.345690,11.391369,77.734915,322.4,6.9,0.58,42.5,24.4,327.4,131.5,93.9,0.72,93.5,Red Sandy Loam,Kanva-2,15.0,74.7,01 03 0E 01A9 00F4 0244 0045 0147 0084 005E A702,INTERROGATION
S1856,M007,Drainage Depression Transect,2026-09-05T21:54:54.345690,11.391684,77.734644,320.8,6.75,0.63,42.7,24.4,325.3,139.1,70.5,0.7,91.9,Red Sandy Loam,Kanva-2,15.0,74.2,01 03 0E 01AB 00F4 0276 0044 0145 008B 0046 A726,INTERROGATION
S1857,M007,Drainage Depression Transect,2026-09-05T22:12:54.345690,11.391564,77.735035,321.8,6.92,0.65,40.5,24.9,329.9,140.4,96.5,0.72,94.5,Red Sandy Loam,Kanva-2,15.0,73.8,01 03 0E 0195 00F9 028A 0045 014A 008C 0060 A7C6,INTERROGATION
S1858,M007,Drainage Depression Transect,2026-09-05T22:30:54.345690,11.392167,77.73442,319.9,6.98,0.62,43.9,24.3,343.0,145.6,146.6,0.93,99.6,Rich Humus Loam,Kanva-2,15.0,73.3,01 03 0E 01B7 00F3 026C 0046 0157 0092 0093 A7FB,INTERROGATION
S1859,M007,Drainage Depression Transect,2026-09-05T22:48:54.345690,11.39274,77.734416,318.9,6.98,0.63,46.3,24.6,320.4,92.3,139.9,0.76,94.2,Red Sandy Loam,Kanva-2,15.0,72.9,01 03 0E 01CF 00F6 0276 0046 0140 005C 008C A75A,INTERROGATION
S1860,M007,Drainage Depression Transect,2026-09-05T23:06:54.345690,11.392321,77.734548,319.8,7.06,0.61,47.8,24.6,336.5,101.3,135.5,0.81,95.9,Rich Humus Loam,Kanva-2,15.0,72.5,01 03 0E 01DE 00F6 0262 0047 0150 0065 0088 A773,INTERROGATION
S1861,M007,Drainage Depression Transect,2026-09-05T23:24:54.345690,11.392904,77.734162,318.5,6.89,0.64,45.9,25.0,323.1,136.0,128.8,0.75,96.8,Red Sandy Loam,Kanva-2,15.0,72.0,01 03 0E 01CB 00FA 0280 0045 0143 0088 0081 A77D,INTERROGATION
S1862,M007,Drainage Depression Transect,2026-09-05T23:42:54.345690,11.391541,77.733287,320.2,7.28,1.19,48.7,24.7,319.3,138.2,132.7,0.74,93.8,Red Sandy Loam,Kanva-2,15.0,71.5,01 03 0E 01E7 00F7 04A6 0049 013F 008A 0085 A10C,INTERROGATION
S1863,M007,Drainage Depression Transect,2026-09-06T00:00:54.345690,11.392425,77.734042,319.0,6.59,0.64,47.0,24.4,259.0,127.2,129.1,0.59,90.8,Red Sandy Loam,Kanva-2,15.0,71.1,01 03 0E 01D6 00F4 0280 0042 0103 007F 0081 A7DE,INTERROGATION
S1864,M007,Drainage Depression Transect,2026-09-06T00:18:54.345690,11.392789,77.734426,318.8,7.07,0.61,45.8,25.3,324.5,101.2,133.9,0.65,93.3,Red Sandy Loam,Kanva-2,15.0,70.7,01 03 0E 01CA 00FD 0262 0047 0144 0065 0086 A776,INTERROGATION
S1865,M007,Drainage Depression Transect,2026-09-06T00:36:54.345690,11.391683,77.733811,320.1,7.37,1.65,47.7,24.5,335.5,135.0,131.9,0.74,90.7,Saline Sandy Clay,Kanva-2,15.0,70.2,01 03 0E 01DD 00F5 0672 004A 0150 0087 0084 A380,INTERROGATION
S1866,M007,Drainage Depression Transect,2026-09-06T00:54:54.345690,11.392051,77.73419,319.5,6.17,0.63,45.7,24.9,308.6,128.0,139.1,0.82,92.9,Rich Humus Loam,Kanva-2,15.0,69.8,01 03 0E 01C9 00F9 0276 003E 0135 0080 008B A785,INTERROGATION
S1867,M007,Drainage Depression Transect,2026-09-06T01:12:54.345690,11.391212,77.733981,321.5,6.99,1.02,48.3,24.9,312.8,138.3,129.9,0.73,94.5,Red Sandy Loam,Kanva-2,15.0,69.3,01 03 0E 01E3 00F9 03FC 0046 0139 008A 0082 A652,INTERROGATION
S1868,M007,Drainage Depression Transect,2026-09-06T01:30:54.345690,11.392595,77.734159,319.0,6.85,0.66,44.8,25.3,323.8,131.5,132.0,0.74,96.6,Red Sandy Loam,Kanva-2,15.0,68.8,01 03 0E 01C0 00FD 0294 0044 0144 0084 0084 A76A,INTERROGATION
S1869,M007,Drainage Depression Transect,2026-09-06T01:48:54.345690,11.392324,77.734449,319.7,6.93,0.61,43.9,25.0,336.1,108.6,129.9,0.8,96.0,Red Sandy Loam,Kanva-2,15.0,68.4,01 03 0E 01B7 00FA 0262 0045 0150 006D 0082 A716,INTERROGATION
S1870,M007,Drainage Depression Transect,2026-09-06T02:06:54.345690,11.39226,77.7341,319.3,6.2,0.62,47.9,25.4,277.7,123.2,125.5,0.66,88.5,Red Sandy Loam,Kanva-2,15.0,68.0,01 03 0E 01DF 00FE 026C 003E 0116 007B 007E A7A3,INTERROGATION
S1871,M007,Drainage Depression Transect,2026-09-06T02:24:54.345690,11.392244,77.733763,319.1,6.34,0.63,44.2,25.0,232.5,132.1,127.5,0.6,87.9,Red Sandy Loam,Kanva-2,15.0,67.5,01 03 0E 01BA 00FA 0276 003F 00E8 0084 0080 A626,INTERROGATION
S1872,M007,Drainage Depression Transect,2026-09-06T02:42:54.345690,11.392533,77.733929,318.8,6.85,0.58,42.5,25.5,212.1,134.2,135.5,0.55,89.0,Red Sandy Loam,Kanva-2,15.0,67.0,01 03 0E 01A9 00FF 0244 0044 00D4 0086 0088 A64F,INTERROGATION
S1873,M007,Drainage Depression Transect,2026-09-06T03:00:54.345690,11.391934,77.733796,319.6,6.76,1.24,46.2,25.2,318.1,131.0,127.7,0.68,91.7,Saline Sandy Clay,Kanva-2,15.0,66.6,01 03 0E 01CE 00FC 04D8 0044 013E 0083 0080 A150,INTERROGATION
S1874,M007,Drainage Depression Transect,2026-09-06T03:18:54.345690,11.391595,77.734935,321.9,6.81,0.63,43.8,25.6,335.4,133.9,82.8,0.73,93.4,Red Sandy Loam,Kanva-2,15.0,66.2,01 03 0E 01B6 0100 0276 0044 014F 0086 0053 A6DD,INTERROGATION
S1875,M007,Drainage Depression Transect,2026-09-06T03:36:54.345690,11.39159,77.733713,320.2,7.57,1.76,47.9,25.6,319.2,131.0,122.8,0.77,87.5,Saline Sandy Clay,MR-2,15.0,65.7,01 03 0E 01DF 0100 06E0 004C 013F 0083 007B A277,INTERROGATION
S1876,M007,Drainage Depression Transect,2026-09-06T03:54:54.345690,11.391344,77.733368,320.7,7.15,1.1,42.1,25.3,329.3,138.3,134.2,0.72,94.9,Red Sandy Loam,MR-2,15.0,65.2,01 03 0E 01A5 00FD 044C 0048 0149 008A 0086 A1DA,INTERROGATION
S1877,M007,Drainage Depression Transect,2026-09-06T04:12:54.345690,11.392656,77.734057,318.9,6.83,0.6,44.2,25.3,257.8,132.4,128.4,0.61,91.4,Red Sandy Loam,MR-2,15.0,64.8,01 03 0E 01BA 00FD 0258 0044 0102 0084 0080 A79E,INTERROGATION
S1878,M007,Drainage Depression Transect,2026-09-06T04:30:54.345690,11.392691,77.734521,319.2,6.97,0.62,46.2,25.5,318.4,77.3,139.1,0.71,92.3,Red Sandy Loam,MR-2,15.0,64.3,01 03 0E 01CE 00FF 026C 0046 013E 004D 008B A720,INTERROGATION
S1879,M007,Drainage Depression Transect,2026-09-06T04:48:54.345690,11.392645,77.733989,318.8,6.9,0.64,46.7,26.5,238.7,141.0,126.3,0.57,90.3,Red Sandy Loam,MR-2,15.0,63.9,01 03 0E 01D3 0109 0280 0045 00EF 008D 007E A7C0,INTERROGATION
S1880,M007,Drainage Depression Transect,2026-09-06T05:06:54.345690,11.391973,77.734239,319.5,6.41,0.6,47.2,26.2,326.0,141.0,138.8,0.81,97.6,Rich Humus Loam,MR-2,15.0,63.4,01 03 0E 01D8 0106 0258 0040 0146 008D 008B A645,INTERROGATION
S1881,M007,Drainage Depression Transect,2026-09-06T05:24:54.345690,11.391793,77.73364,319.9,7.43,1.54,45.8,25.7,335.9,142.7,132.7,0.72,91.8,Saline Sandy Clay,MR-2,15.0,63.0,01 03 0E 01CA 0101 0604 004A 0150 008F 0085 A21C,INTERROGATION
S1882,M007,Drainage Depression Transect,2026-09-06T05:42:54.345690,11.391846,77.734581,320.4,6.99,0.6,42.4,26.0,330.9,142.8,87.8,0.8,94.9,Red Sandy Loam,MR-2,15.0,62.5,01 03 0E 01A8 0104 0258 0046 014B 008F 0058 A6ED,INTERROGATION
S1883,M007,Drainage Depression Transect,2026-09-06T06:00:54.345690,11.392871,77.734047,318.4,6.86,0.65,43.3,26.2,272.9,125.6,128.2,0.6,91.5,Red Sandy Loam,MR-2,15.0,62.1,01 03 0E 01B1 0106 028A 0045 0111 007E 0080 A654,INTERROGATION
S1884,M007,Drainage Depression Transect,2026-09-06T06:18:54.345690,11.39166,77.733681,320.2,7.59,1.71,45.2,26.3,316.3,130.1,134.0,0.75,88.0,Saline Sandy Clay,MR-2,15.0,61.6,01 03 0E 01C4 0107 06AE 004C 013C 0082 0086 A2DA,INTERROGATION
S1885,M007,Drainage Depression Transect,2026-09-06T06:36:54.345690,11.39279,77.733757,318.3,6.72,0.63,45.0,26.2,218.5,128.9,125.9,0.54,88.0,Red Sandy Loam,MR-2,15.0,61.2,01 03 0E 01C2 0106 0276 0043 00DA 0081 007E A717,INTERROGATION
S1886,M007,Drainage Depression Transect,2026-09-06T06:54:54.345690,11.392213,77.733455,319.1,6.89,0.64,46.2,26.1,272.3,137.9,136.6,0.62,93.3,Red Sandy Loam,MR-2,15.0,60.8,01 03 0E 01CE 0105 0280 0045 0110 008A 0089 A6DE,INTERROGATION
S1887,M007,Drainage Depression Transect,2026-09-06T07:12:54.345690,11.392748,77.733445,317.9,6.84,0.63,45.0,25.5,242.5,141.3,129.9,0.52,90.2,Red Sandy Loam,MR-2,15.0,60.3,01 03 0E 01C2 00FF 0276 0044 00F2 008D 0082 A631,INTERROGATION
S1888,M007,Drainage Depression Transect,2026-09-06T07:30:54.345690,11.391971,77.734899,320.9,6.85,0.6,41.5,27.1,328.6,138.7,101.8,0.78,95.5,Red Sandy Loam,MR-2,15.0,59.9,01 03 0E 019F 010F 0258 0044 0149 008B 0066 A6EB,INTERROGATION
S1889,M007,Drainage Depression Transect,2026-09-06T07:48:54.345690,11.391693,77.735049,321.5,6.89,0.57,41.8,27.5,330.0,133.1,96.1,0.72,94.0,Red Sandy Loam,MR-2,15.0,59.4,01 03 0E 01A2 0113 023A 0045 014A 0085 0060 A6A2,INTERROGATION
S1890,M007,Drainage Depression Transect,2026-09-06T08:06:54.345690,11.39281,77.733719,318.1,6.75,0.62,45.2,26.5,219.4,134.3,133.1,0.49,88.4,Red Sandy Loam,MR-2,15.0,58.9,01 03 0E 01C4 0109 026C 0044 00DB 0086 0085 A7FE,INTERROGATION
S1891,M007,Drainage Depression Transect,2026-09-06T08:24:54.345690,11.392291,77.733673,319.0,6.64,0.66,47.4,27.5,244.7,144.8,132.1,0.6,91.5,Red Sandy Loam,MR-2,15.0,58.5,01 03 0E 01DA 0113 0294 0042 00F5 0091 0084 A73C,INTERROGATION
S1892,M007,Drainage Depression Transect,2026-09-06T08:42:54.345690,11.392257,77.734485,319.9,6.97,0.61,46.6,27.1,346.7,118.3,138.8,0.87,98.0,Rich Humus Loam,MR-2,15.0,58.0,01 03 0E 01D2 010F 0262 0046 015B 0076 008B A69C,INTERROGATION
S1893,M007,Drainage Depression Transect,2026-09-06T09:00:54.345690,11.392808,77.734933,319.3,6.96,0.57,45.0,27.6,333.6,88.3,127.9,0.72,93.1,Red Sandy Loam,MR-2,15.0,57.6,01 03 0E 01C2 0114 023A 0046 014E 0058 0080 A6FF,INTERROGATION
S1894,M007,Drainage Depression Transect,2026-09-06T09:18:54.345690,11.392,77.733801,319.3,6.53,1.11,50.3,27.8,308.1,120.8,131.3,0.72,92.2,Red Sandy Loam,MR-2,15.0,57.1,01 03 0E 01F7 0116 0456 0041 0134 0079 0083 A0FB,INTERROGATION
S1895,M007,Drainage Depression Transect,2026-09-06T09:36:54.345690,11.392536,77.733696,318.7,6.87,0.61,44.7,27.4,187.5,135.2,132.3,0.48,86.7,Red Sandy Loam,MR-2,15.0,56.7,01 03 0E 01BF 0112 0262 0045 00BC 0087 0084 A7F6,INTERROGATION
S1896,M007,Drainage Depression Transect,2026-09-06T09:54:54.345690,11.392009,77.734905,321.0,6.86,0.61,43.9,27.5,326.7,131.6,103.9,0.74,94.6,Red Sandy Loam,MR-2,15.0,56.2,01 03 0E 01B7 0113 0262 0045 0147 0084 0068 A6EB,INTERROGATION
S1897,M007,Drainage Depression Transect,2026-09-06T10:12:54.345690,11.392593,77.734618,319.4,7.09,0.64,47.4,27.3,318.4,68.1,131.9,0.71,91.0,Red Sandy Loam,MR-2,15.0,55.8,01 03 0E 01DA 0111 0280 0047 013E 0044 0084 A631,INTERROGATION
S1898,M007,Drainage Depression Transect,2026-09-06T10:30:54.345690,11.391427,77.73348,320.4,7.43,1.4,48.4,28.2,310.9,133.2,130.6,0.71,90.8,Saline Sandy Clay,MR-2,15.0,55.4,01 03 0E 01E4 011A 0578 004A 0137 0085 0083 A13E,INTERROGATION
S1899,M007,Drainage Depression Transect,2026-09-06T10:48:54.345690,11.392037,77.734737,320.6,6.93,0.62,43.5,27.0,325.2,140.3,136.2,0.79,98.3,Red Sandy Loam,MR-2,15.0,54.9,01 03 0E 01B3 010E 026C 0045 0145 008C 0088 A616,INTERROGATION
S1900,M007,Drainage Depression Transect,2026-09-06T11:06:54.345690,11.392912,77.734701,318.8,7.03,0.62,45.9,28.3,333.8,92.7,134.8,0.73,94.2,Red Sandy Loam,V1 (Victory-1),15.0,54.4,01 03 0E 01CB 011B 026C 0046 014E 005D 0087 A6AD,INTERROGATION
S1901,M007,Drainage Depression Transect,2026-09-06T11:24:54.345690,11.392132,77.735109,320.8,6.83,0.61,47.6,27.9,317.2,132.5,120.8,0.71,95.1,Red Sandy Loam,V1 (Victory-1),15.0,54.0,01 03 0E 01DC 0117 0262 0044 013D 0084 0079 A6EE,INTERROGATION
S1902,M007,Drainage Depression Transect,2026-09-06T11:42:54.345690,11.392077,77.734542,320.1,6.97,0.63,43.0,27.9,350.3,144.4,141.3,0.89,100.0,Rich Humus Loam,V1 (Victory-1),15.0,53.5,01 03 0E 01AE 0117 0276 0046 015E 0090 008D A609,INTERROGATION
S1903,M007,Drainage Depression Transect,2026-09-06T12:00:54.345690,11.391691,77.734486,320.4,6.82,0.62,49.2,27.7,328.2,132.0,82.3,0.73,92.8,Red Sandy Loam,V1 (Victory-1),15.0,53.1,01 03 0E 01EC 0115 026C 0044 0148 0084 0052 A68C,INTERROGATION
S1904,M007,Drainage Depression Transect,2026-09-06T12:18:54.345690,11.39256,77.734391,319.4,6.98,0.66,47.4,27.2,318.7,93.9,125.7,0.69,92.3,Red Sandy Loam,V1 (Victory-1),15.0,52.6,01 03 0E 01DA 0110 0294 0046 013F 005E 007E A6C4,INTERROGATION
S1905,M007,Drainage Depression Transect,2026-09-06T12:36:54.345690,11.392065,77.734104,319.4,5.93,0.64,45.5,28.0,300.2,125.3,129.6,0.69,87.3,Red Sandy Loam,V1 (Victory-1),15.0,52.2,01 03 0E 01C7 0118 0280 003B 012C 007D 0082 A674,INTERROGATION
S1906,M007,Drainage Depression Transect,2026-09-06T12:54:54.345690,11.391501,77.733781,320.5,7.51,1.67,52.9,28.2,328.7,128.2,129.0,0.69,88.7,Saline Sandy Clay,V1 (Victory-1),15.0,51.8,01 03 0E 0211 011A 0686 004B 0149 0080 0081 A14D,INTERROGATION
S1907,M007,Drainage Depression Transect,2026-09-06T13:12:54.345690,11.39147,77.73448,321.2,6.87,0.61,41.6,28.7,337.4,135.5,90.7,0.73,94.2,Red Sandy Loam,V1 (Victory-1),15.0,51.3,01 03 0E 01A0 011F 0262 0045 0151 0088 005B A6D9,INTERROGATION
S1908,M007,Drainage Depression Transect,2026-09-06T13:30:54.345690,11.391542,77.733961,320.3,7.36,1.46,51.6,27.1,322.0,138.5,126.5,0.68,90.6,Saline Sandy Clay,V1 (Victory-1),15.0,50.9,01 03 0E 0204 010F 05B4 004A 0142 008A 007E A280,INTERROGATION
S1909,M007,Drainage Depression Transect,2026-09-06T13:48:54.345690,11.392816,77.733657,318.1,6.78,0.61,48.2,27.9,228.4,131.3,135.0,0.51,89.0,Red Sandy Loam,V1 (Victory-1),15.0,50.4,01 03 0E 01E2 0117 0262 0044 00E4 0083 0087 A7F0,INTERROGATION
S1910,M007,Drainage Depression Transect,2026-09-06T14:06:54.345690,11.392573,77.733491,318.4,6.85,0.65,48.6,27.9,206.8,130.4,128.9,0.55,87.9,Red Sandy Loam,V1 (Victory-1),15.0,49.9,01 03 0E 01E6 0117 028A 0044 00CF 0082 0081 A730,INTERROGATION
S1911,M007,Drainage Depression Transect,2026-09-06T14:24:54.345690,11.392654,77.73365,318.4,6.93,0.67,46.5,27.4,195.3,138.3,132.8,0.5,87.6,Red Sandy Loam,V1 (Victory-1),15.0,49.5,01 03 0E 01D1 0112 029E 0045 00C3 008A 0085 A717,INTERROGATION
S1912,M007,Drainage Depression Transect,2026-09-06T14:42:54.345690,11.391689,77.733899,319.9,7.38,1.56,51.0,28.3,326.8,140.6,131.9,0.67,90.5,Saline Sandy Clay,V1 (Victory-1),15.0,49.0,01 03 0E 01FE 011B 0618 004A 0147 008D 0084 A23A,INTERROGATION
S1913,M007,Drainage Depression Transect,2026-09-06T15:00:54.345690,11.391221,77.734562,322.1,6.98,0.64,42.4,28.0,319.3,142.0,103.7,0.7,94.3,Red Sandy Loam,V1 (Victory-1),15.0,48.6,01 03 0E 01A8 0118 0280 0046 013F 008E 0068 A66C,INTERROGATION
S1914,M007,Drainage Depression Transect,2026-09-06T15:18:54.345690,11.392006,77.734675,320.4,6.83,0.65,44.0,29.0,348.4,141.3,108.9,0.83,97.5,Rich Humus Loam,V1 (Victory-1),15.0,48.1,01 03 0E 01B8 0122 028A 0044 015C 008D 006D A62B,INTERROGATION
S1915,M007,Drainage Depression Transect,2026-09-06T15:36:54.345690,11.391336,77.734738,322.1,6.86,0.59,38.8,27.6,329.6,132.8,87.2,0.73,92.8,Red Sandy Loam,V1 (Victory-1),15.0,47.7,01 03 0E 0184 0114 024E 0045 014A 0085 0057 A6C0,INTERROGATION
S1916,M007,Drainage Depression Transect,2026-09-06T15:54:54.345690,11.392922,77.734346,318.4,6.91,0.58,44.5,28.7,320.9,117.4,140.2,0.74,96.0,Red Sandy Loam,V1 (Victory-1),15.0,47.2,01 03 0E 01BD 011F 0244 0045 0141 0075 008C A6D8,INTERROGATION
S1917,M007,Drainage Depression Transect,2026-09-06T16:12:54.345690,11.392508,77.734401,319.3,6.99,0.67,45.1,28.1,318.2,92.0,128.5,0.77,93.3,Red Sandy Loam,V1 (Victory-1),15.0,46.8,01 03 0E 01C3 0119 029E 0046 013E 005C 0080 A623,INTERROGATION
S1918,M007,Drainage Depression Transect,2026-09-06T16:30:54.345690,11.392822,77.733306,317.7,6.91,0.61,43.9,28.0,268.2,136.2,133.8,0.64,93.0,Red Sandy Loam,V1 (Victory-1),15.0,46.4,01 03 0E 01B7 0118 0262 0045 010C 0088 0086 A649,INTERROGATION
